startphrase,ending1,ending2,labels,valid,qid
The sandwich was a fist to the face.,The sandwich was delicious and comforting.,The sandwich was painfully unpleasant.,1,1,1215
The shower had the moisture of a greenhouse in a hurricane,The shower was moist,The shower had little moisture,0,1,1218
The shower had the moisture of a pizza left in the oven for an hour,The shower was moist,The shower had little moisture,1,1,1218
The ball was a trampoline,The ball was bouncy,The ball was not bouncy,0,1,1219
The ball was a brick of lead,The ball was bouncy,The ball was not bouncy,1,1,1219
The teacher graded as harshly as a Navy SEAL,The teacher's grading was very difficult.,The teacher's grading was very relaxed.,0,1,1226
The teacher graded as harshly as a saint,The teacher's grading was very difficult.,The teacher's grading was very relaxed.,1,1,1226
She's as cool as Antarctica.,She's very cool.,She's not very cool.,0,1,1233
She's as cool as the Sahara.,She's very cool.,She's not very cool.,1,1,1233
Rest is a sky full of clouds.,Rest is very restful.,Rest is restless.,0,1,1241
Rest is pacing back and forth.,Rest is very restful.,Rest is restless.,1,1,1241
Her nail polish was as shiny as aluminium foil,Her nail polish was shiny,Her nail polish was dull,0,1,1243
Her nail polish was as shiny as dull metal,Her nail polish was shiny,Her nail polish was dull,1,1,1243
This baseball game has the entertainment value watching paint dry,baseball is boring,baseball has action,0,1,1244
This baseball game has the entertainment value an action movie,baseball is boring,baseball has action,1,1,1244
The girl is as coordinated as the London symphony,The girl is very well coordinated.,The girl has no coordination at all.,0,1,1246
The girl is as coordinated as a baby giraffe,The girl is very well coordinated.,The girl has no coordination at all.,1,1,1246
The movie's star was as well-known as a primary color,The movie star was a household name.,The movie star was totally obsolete.,0,1,1248
The movie's star was as well-known as the color burlywood,The movie star was a household name.,The movie star was totally obsolete.,1,1,1248
The doctor is a bigfoot.,The doctor is sloppy.,The doctor is careful.,0,1,1249
The doctor is an artist.,The doctor is sloppy.,The doctor is careful.,1,1,1249
The joke is like a ton of concrete.,The joke is terrible.,The joke is hilarious.,0,1,1250
The joke is like a hit of laughing gas.,The joke is terrible.,The joke is hilarious.,1,1,1250
He shares as much as scrooge.,He doesn't share much at all.,He shares a lot.,0,1,1253
He shares as much as Santa Claus.,He doesn't share much at all.,He shares a lot.,1,1,1253
The basketball player had the height of a giraffe,The player was tall,The player was short,0,1,1256
The basketball player had the height of an ant,The player was tall,The player was short,1,1,1256
Spilling secrets to a friend can be a walking disaster down the line,Spilling secrets to a friend is a bad idea,Spilling secrets to a friend is a way to bring people together to talk about things,0,1,1261
Spilling secrets to a friend can be a a magnetic experience for the group,Spilling secrets to a friend is a bad idea,Spilling secrets to a friend is a way to bring people together to talk about things,1,1,1261
Cats have the luck of The Irish,They have good fortune,Cats keep trying until they get the results they want,0,1,1262
Cats have the luck of A compulsive gambler,They have good fortune,Cats keep trying until they get the results they want,1,1,1262
The mattress was as comfortable as a pile of marshmallows,The mattress was very comfortable.,The mattress was uncomfortable.,0,1,1263
The mattress was as comfortable as a pile of rocks,The mattress was very comfortable.,The mattress was uncomfortable.,1,1,1263
The plane ride was as choppy as a knife,The plane ride was very choppy.,The plane ride was smooth.,0,1,1265
The plane ride was as choppy as a freshwater lake,The plane ride was very choppy.,The plane ride was smooth.,1,1,1265
This painting makes me feel as if I am home.,The painting makes the speaker feel safe and in a familiar place.,The painting makes the speaker feel out of their element and unsure.,0,1,1266
This painting makes me feel as if I am lost.,The painting makes the speaker feel safe and in a familiar place.,The painting makes the speaker feel out of their element and unsure.,1,1,1266
He had the artistic talent of a Renaissance artist,He was artistically talented,He was artistically untalented,0,1,1271
He had the artistic talent of a finger-painting toddler,He was artistically talented,He was artistically untalented,1,1,1271
"When it comes to running, I'm practically a cheetah.","When it comes to running, I'm very fast.","When it comes to running, I'm very slow.",0,1,1280
"When it comes to running, I'm practically a turtle.","When it comes to running, I'm very fast.","When it comes to running, I'm very slow.",1,1,1280
The new product was iPhone like.,The new product was expensive.,The new product was economical.,0,1,1281
The new product was LG like,The new product was expensive.,The new product was economical.,1,1,1281
This weeknight meal encompasses as much food as the Last Supper,This weeknight meal is very lavish.,This weeknight meal barely has any food.,0,1,1282
This weeknight meal encompasses as much food as a few crumbs,This weeknight meal is very lavish.,This weeknight meal barely has any food.,1,1,1282
She's as gentle as a puppy.,She's very gentle.,She's vicious.,0,1,1286
She's as gentle as a shark.,She's very gentle.,She's vicious.,1,1,1286
This food has the flavor of ambrosia,This food tastes good.,This food tastes bad.,0,1,1289
This food has the flavor of garbage,This food tastes good.,This food tastes bad.,1,1,1289
The chef's sauce has the taste of A liquid drained through soiled socks.,The chef's sauce was horrible.,The chef's sauce tasted great.,0,1,1295
The chef's sauce has the taste of A wonderful condiment from heaven.,The chef's sauce was horrible.,The chef's sauce tasted great.,1,1,1295
The digest's compilation was organized like A rummage sale,The digest's compilation was disorderly and not organized,The digest's compilation was well organized and orderly,0,1,1297
The digest's compilation was organized like A crack platoon of soldiers,The digest's compilation was disorderly and not organized,The digest's compilation was well organized and orderly,1,1,1297
The world spins like a roulette wheel,The world operates on chance,The world is determined by what you do,0,1,1299
The world spins like a like a hula-hoop around your waist,The world operates on chance,The world is determined by what you do,1,1,1299
This food is as rich as a tech billionaire,This is food is very rich/flavorful,This food is not at all rich/has bad flavor,0,1,1300
This food is as rich as a a homeless bum,This is food is very rich/flavorful,This food is not at all rich/has bad flavor,1,1,1300
This wine is like the Sahara,The wine is very dry,The wine is very sweet,0,1,1302
This wine is like candy,The wine is very dry,The wine is very sweet,1,1,1302
The casino has the integrity of a priest.,The casino is just and fair.,The casino is ruthless.,0,1,1304
The casino has the integrity of the devil.,The casino is just and fair.,The casino is ruthless.,1,1,1304
The gambler is a lumberjack.,The gambler is sloppy.,The gambler is careful.,0,1,1305
The gambler is a ballerina.,The gambler is sloppy.,The gambler is careful.,1,1,1305
The diss track was an execution.,The diss track was brutal.,The diss track was weak.,0,1,1312
The diss track was an a light tickle.,The diss track was brutal.,The diss track was weak.,1,1,1312
His work ethic was made with steel beams.,He was solid and dependable.,He was not reliable a failure.,0,1,1313
His work ethic was made with jelly.,He was solid and dependable.,He was not reliable a failure.,1,1,1313
This couch has all the comfort of a nice cloud.,The couch was very comfortable.,The couch was not very comfortable.,0,1,1314
This couch has all the comfort of a pile of nails.,The couch was very comfortable.,The couch was not very comfortable.,1,1,1314
The blanket felt as soft as a brick's surface,The blanket isn't soft at all,The blanket is very soft,0,1,1320
The blanket felt as soft as rabbit fur,The blanket isn't soft at all,The blanket is very soft,1,1,1320
Magic is a butterfly.,Magic is beautiful.,Magic is ugly.,0,1,1322
Magic is a frog.,Magic is beautiful.,Magic is ugly.,1,1,1322
This hurts as much as Brad Pitt hurt Jennifer Aniston,This hurts a lot,This does not hurt at all,0,1,1324
This hurts as much as eating chocolate,This hurts a lot,This does not hurt at all,1,1,1324
She treats him like he's a soft puppy.,She treats him too nicely.,She treats him too harshly.,0,1,1328
She treats him like he's a rabid wolf.,She treats him too nicely.,She treats him too harshly.,1,1,1328
She smelled like a trash can.,She stunk.,She smelled nice.,0,1,1331
She smelled like a rose.,She stunk.,She smelled nice.,1,1,1331
Our love is deep like the ocean,Our love is strong,Our love is weak,0,1,1334
Our love is deep like a puddle,Our love is strong,Our love is weak,1,1,1334
The knife is as shiny as a freshly polished piece of jewelry.,The knife is shiny.,The knife is not shiny.,0,1,1337
The knife is as shiny as a rusty nail.,The knife is shiny.,The knife is not shiny.,1,1,1337
The girl is as flighty as a plane,The girl is very flighty.,The girl is very steady.,0,1,1346
The girl is as flighty as a rock,The girl is very flighty.,The girl is very steady.,1,1,1346
The bone has the white of the blinding lights of Heaven,The bone is very white,The bone is not white,0,1,1352
The bone has the white of the La Brea tar pits,The bone is very white,The bone is not white,1,1,1352
He is as brave as a leopard,he is brave.,he is a coward,0,1,1354
He is as brave as a cow,he is brave.,he is a coward,1,1,1354
Traffic is moving at the speed of a turtle,Traffic is slow,Traffic is moving fast,0,1,1356
Traffic is moving at the speed of a rocket,Traffic is slow,Traffic is moving fast,1,1,1356
Our enemies have the strength of an army of of hoplites,The enemies are very strong and coordinated,The enemies are weak and helpless,0,1,1360
Our enemies have the strength of a sleeping koala,The enemies are very strong and coordinated,The enemies are weak and helpless,1,1,1360
The villain has the brain of Einstein,The villain is a genius,The villain isn't very bright,0,1,1361
The villain has the brain of a kindergartener,The villain is a genius,The villain isn't very bright,1,1,1361
The runner has the speed of Usain Bolt,The runner is fast,The runner is slow,0,1,1363
The runner has the speed of a turtle,The runner is fast,The runner is slow,1,1,1363
The girl's taste was as rich as champagne,The girl had expensive taste.,The girl had cheap and tacky taste.,0,1,1367
The girl's taste was as rich as beer,The girl had expensive taste.,The girl had cheap and tacky taste.,1,1,1367
He's knows as much about science as an enclyclopedia.,He knows a lot about science.,He doesn't know much about science at all.,0,1,1374
He's knows as much about science as a monkey.,He knows a lot about science.,He doesn't know much about science at all.,1,1,1374
The dog is a wooly mammoth.,The dog is hairy.,The dog is bald.,0,1,1378
The dog is a naked mole rat.,The dog is hairy.,The dog is bald.,1,1,1378
The tree was a gnarled old man.,The tree was old.,The tree was young.,0,1,1381
The tree was a spry young lad.,The tree was old.,The tree was young.,1,1,1381
This argument is like a fly spiralling towards a light,the argument is pointless,the argument is meaningful,0,1,1382
This argument is like looking into a crystal ball,the argument is pointless,the argument is meaningful,1,1,1382
His torso has the appearance of a stalk of celery.,This torso is skinny.,His torso is obese.,0,1,1386
His torso has the appearance of great mounds of dough.,This torso is skinny.,His torso is obese.,1,1,1386
The song is reminiscent of a soft evening breeze.,The song is soothing.,The song is loud and irritating.,0,1,1387
The song is reminiscent of the blaring of sirens.,The song is soothing.,The song is loud and irritating.,1,1,1387
"Accepting candy from strangers is as safe as trusting a one-night stand who proclaims they ""tested clean.""",Accepting candy from strangers is dangerous,Accepting candy from strangers is perfectly safe,0,1,1388
Accepting candy from strangers is as safe as enjoying your mom's freshly-baked cookies.,Accepting candy from strangers is dangerous,Accepting candy from strangers is perfectly safe,1,1,1388
He's got the muscles of a gorilla.,He's very muscular.,He's not very muscular.,0,1,1389
He's got the muscles of a skeleton.,He's very muscular.,He's not very muscular.,1,1,1389
The falling comet was like a firework,The falling comet was over quickly,The falling comet lasted forever,0,1,1395
The falling comet was like a streetlight,The falling comet was over quickly,The falling comet lasted forever,1,1,1395
My backyard is like a vast forest,My backyard is overgrown and unkempt.,My backyard is small and confining.,0,1,1396
My backyard is like a cubicle.,My backyard is overgrown and unkempt.,My backyard is small and confining.,1,1,1396
Watching kids is as fun as setting yourself on fire,Watching kids is miserable,watching kids is really fun,0,1,1397
Watching kids is as fun as going through a chocolate factory,Watching kids is miserable,watching kids is really fun,1,1,1397
Studying math is akin to gouging your eyes out,Studying math can be a really hard subject to grasp and drains your mental energy,Studying math can be a really easy subject to understand,0,1,1398
Studying math is akin to a walk in the park,Studying math can be a really hard subject to grasp and drains your mental energy,Studying math can be a really easy subject to understand,1,1,1398
The plot was as intricate as a Set of kid's blocks,The plot was simple,The plot was complicated,0,1,1402
The plot was as intricate as a The parts of a precision timepiece,The plot was simple,The plot was complicated,1,1,1402
Her teeth are as shiny as tinsel,Her teeth are sparkling.,Her teeth aren't shiny at all.,0,1,1406
Her teeth are as shiny as concrete,Her teeth are sparkling.,Her teeth aren't shiny at all.,1,1,1406
That man has the honesty of a saint.,The man is very honest.,The man is not honest at all.,0,1,1409
That man has the honesty of a crook.,The man is very honest.,The man is not honest at all.,1,1,1409
He fought as hard as an attack dog,He fought hard,He didn't put up a fight at all,0,1,1410
He fought as hard as an opossum,He fought hard,He didn't put up a fight at all,1,1,1410
this cake tastes like dirt,this cake is very bad,this cake is very good,0,1,1417
this cake tastes like heaven,this cake is very bad,this cake is very good,1,1,1417
The chair was as comfortable as A bed of nails,The chair is uncomfortable,The chair is very comfortable,0,1,1418
The chair was as comfortable as A cloud from heaven,The chair is uncomfortable,The chair is very comfortable,1,1,1418
The movie's script had the depth of A Sesame Street episode,The script is shallow and simple,The script is deep and mysterious,0,1,1420
The movie's script had the depth of Sir Arthur Conan Doyle's best novel,The script is shallow and simple,The script is deep and mysterious,1,1,1420
Studying for a spelling test is a piece of cake,Studying for a spelling test is easy,Studying for a spelling test is hard,0,1,1424
Studying for a spelling test is akin to fighting a zombie apocalypse with no weapons,Studying for a spelling test is easy,Studying for a spelling test is hard,1,1,1424
The woman had as much romanticism as an icicle,The woman wasn't romantic at all.,The woman was highly romantic.,0,1,1425
The woman had as much romanticism as Cupid,The woman wasn't romantic at all.,The woman was highly romantic.,1,1,1425
His imagination is as small as a peanut,He is uncreative,He has a vivid imagination,0,1,1429
His imagination is as broad as the sky,He is uncreative,He has a vivid imagination,1,1,1429
The crowd was as alert as a gazelle on the Serengeti.,The crowd was on edge,The crowd was bored.,0,1,1431
The crowd was as alert as a grandpa in a rocker.,The crowd was on edge,The crowd was bored.,1,1,1431
The girl had the laughter of a teakettle's whistle.,The laughter is loud and annoying.,The laughter is haunting.,0,1,1432
The girl had the laughter of a loon's warble,The laughter is loud and annoying.,The laughter is haunting.,1,1,1432
Security is tight as a straight jacket,Security is tight.,Security is loose.,0,1,1434
Security is tight as a loose fitting sweater.,Security is tight.,Security is loose.,1,1,1434
The house had the appeal of seductive gentleman.,The house was inviting and beautiful to behold.,The house was disinviting and not particularly alluring.,0,1,1436
The house had the appeal of a haunted house.,The house was inviting and beautiful to behold.,The house was disinviting and not particularly alluring.,1,1,1436
My mood was like a whirlpool.,My mood was chaotic and turbulent; it was all over the place.,My mood was steady and calm.,0,1,1438
My mood was like a peaceful mountain river.,My mood was chaotic and turbulent; it was all over the place.,My mood was steady and calm.,1,1,1438
The cake slice was as soft as a wooden block,The cake slice was very tough.,The cake slice was soft and light.,0,1,1441
The cake slice was as soft as a sponge,The cake slice was very tough.,The cake slice was soft and light.,1,1,1441
The acne on the girl's face was as noticeable as Paris on a map of France,The acne on the girl's face was very prominent.,The acne on the girl's face was hidden.,0,1,1442
The acne on the girl's face was as noticeable as an atom in the universe.,The acne on the girl's face was very prominent.,The acne on the girl's face was hidden.,1,1,1442
The girl was as knowledgeable about other people's business as a Washington Post reporter,The girl knew everyone's business.,The girl never knew anyone's business.,0,1,1443
The girl was as knowledgeable about other people's business as a shut-in,The girl knew everyone's business.,The girl never knew anyone's business.,1,1,1443
This house has the spaciousness of Asia,This house is huge,This house is very small,0,1,1450
This house has the spaciousness of a jail cell,This house is huge,This house is very small,1,1,1450
My girlfriend has the smell of roses,My girlfriend smells nice,My girlfriend smells bad,0,1,1452
My girlfriend has the smell of a garbage can,My girlfriend smells nice,My girlfriend smells bad,1,1,1452
The girl's hair was as bright as a diamond,The girl's hair was shiny.,The girl's hair was dull.,0,1,1454
The girl's hair was as bright as an overripe banana peel,The girl's hair was shiny.,The girl's hair was dull.,1,1,1454
The girl ate as much as an Eagles quarterback,The girl ate everything.,The girl ate nothing.,0,1,1455
The girl ate as much as a baby robin,The girl ate everything.,The girl ate nothing.,1,1,1455
Last night was as dark as a black body,last night was pitch black,last night was bright,0,1,1456
Last night was as dark as a midnight sun,last night was pitch black,last night was bright,1,1,1456
The clacks of my keyboard are as loud as a shotgun in an empty room,The keyboard was extremely loud.,The keyboard was almost completely silent.,0,1,1460
The clacks of my keyboard are as loud as a crawling caterpillar,The keyboard was extremely loud.,The keyboard was almost completely silent.,1,1,1460
That website is as useful as a landmine in a kitchen,The website was not useful and not practical.,The website was very useful.,0,1,1461
That website is as useful as a million dollars,The website was not useful and not practical.,The website was very useful.,1,1,1461
The movie has the depth of caked makeup,The movie is shallow and boring.,The movie is deep and powerful.,0,1,1462
The movie has the depth of a volcano,The movie is shallow and boring.,The movie is deep and powerful.,1,1,1462
The President has the mind of a drooling baby.,The President is a moron.,The President is a genius.,0,1,1464
The President has the mind of Albert Einstein.,The President is a moron.,The President is a genius.,1,1,1464
The employee is as hard-working as a slug,The employee is lazy.,The employee is hard-working.,0,1,1467
The employee is as hard-working as a spider,The employee is lazy.,The employee is hard-working.,1,1,1467
The soldier is a smart as a goldfish.,The soldier is stupid.,The soldier is very smart.,0,1,1468
The soldier is a smart as a dolphin.,The soldier is stupid.,The soldier is very smart.,1,1,1468
The grading policy is as flexible as silly putty,The grading policy is very lenient.,The grading policy is very strict.,0,1,1471
The grading policy is as flexible as a metal pole,The grading policy is very lenient.,The grading policy is very strict.,1,1,1471
The third-word country's military was that of A group of boy scouts,The third-word country's military was very amature,The third-word country's military was very professional,0,1,1475
The third-word country's military was that of A top-notch band of commandos,The third-word country's military was very amature,The third-word country's military was very professional,1,1,1475
The lamp lit the room up like an explosion,The lamp gave off a lot of light,The lamp did not give off much light,0,1,1482
The lamp lit the room up like a poor candle,The lamp gave off a lot of light,The lamp did not give off much light,1,1,1482
The boy's wit is as sharp as a razor,The boy has much wit,The boy has not much wit,0,1,1483
The boy's wit is as sharp as a dull knife,The boy has much wit,The boy has not much wit,1,1,1483
Reading the book is a fun little jog,"The book is a quick, entertaining read",The book is very dense and hard to get through,0,1,1487
Reading the book is marching through mud,"The book is a quick, entertaining read",The book is very dense and hard to get through,1,1,1487
This game's rules are a calculus textbook,The game's rules are complicated,The game's rules are simple,0,1,1491
This game's rules are a child's picture book,The game's rules are complicated,The game's rules are simple,1,1,1491
My head is a drum solo,My head is pounding,My head feels cool and pleasant,0,1,1492
My head is an autumn breeze,My head is pounding,My head feels cool and pleasant,1,1,1492
The food tasted like a childhood memory.,The food tastes good and is comforting.,The food is disgusting and unpleasant.,0,1,1494
The food tasted like the underside of a toilet.,The food tastes good and is comforting.,The food is disgusting and unpleasant.,1,1,1494
The land is a rock garden.,The land is bumpy.,The land is smooth.,0,1,1497
The land is an ice rink.,The land is bumpy.,The land is smooth.,1,1,1497
The runner is a sloth.,The runner is slow.,The runner is fast.,0,1,1498
The runner is a cheetah.,The runner is slow.,The runner is fast.,1,1,1498
The president spoke with the authority of a lion,The president shows strength in the boldness of his speech.,"The president speaks from a place of weakness, showing no authority.",0,1,1500
The president spoke with the authority of peasant.,The president shows strength in the boldness of his speech.,"The president speaks from a place of weakness, showing no authority.",1,1,1500
He is as sharp as a razor,He is very smart,He lacks intelligence,0,1,1502
He is as sharp as a bowling ball,He is very smart,He lacks intelligence,1,1,1502
Time was moving like a cheetah,Time was moving very quickly.,Time was barely moving.,0,1,1503
Time was moving like a snail,Time was moving very quickly.,Time was barely moving.,1,1,1503
The movie has the pacing of a slug,The movie is slow.,The movie is well-paced.,0,1,1508
The movie has the pacing of a Tour de France champion.,The movie is slow.,The movie is well-paced.,1,1,1508
The girl's dreams were as aspirational as a stargazer,The girl had lofty dreams.,The girl had absolutely no dreams.,0,1,1513
The girl's dreams were as aspirational as mud,The girl had lofty dreams.,The girl had absolutely no dreams.,1,1,1513
Your solution is a knife in a wound,Their solution makes things worse.,Their solution really helps.,0,1,1518
Your solution is a a stitch in a wound.,Their solution makes things worse.,Their solution really helps.,1,1,1518
The house has the strength of popsicle sticks,The house is weak.,The house is strong.,0,1,1521
The house has the strength of steel,The house is weak.,The house is strong.,1,1,1521
The wall is as thick as bricks,You can hear nothing through the wall.,You can hear everything through the wall.,0,1,1522
The wall is as thick as paper,You can hear nothing through the wall.,You can hear everything through the wall.,1,1,1522
He is as smart as my doctor,He is incredibly smart.,He is not smart at all.,0,1,1523
He is as smart as a door handle,He is incredibly smart.,He is not smart at all.,1,1,1523
"Compared to their competitors' tech, this prototype looks like it has been made by a dinosaur",The prototype is fundamentally simple and thus too basic.,The prototype is incredibly advanced compared to other similar products on the market.,0,1,1526
"Compared to their competitors' tech, this prototype looks like it has come from 4021",The prototype is fundamentally simple and thus too basic.,The prototype is incredibly advanced compared to other similar products on the market.,1,1,1526
This man had a temper of The Incredible Hulk,The man is easily and profoundly angered,The man is rarely angered and usually calm,0,1,1530
This man had a temper of The Care Bears,The man is easily and profoundly angered,The man is rarely angered and usually calm,1,1,1530
That professor was about as helpful as a Spanish to English book when you only know Russian,The professor is useless as a source of knowledge,The professor is extremely knowledgeable,0,1,1531
That professor was about as helpful as Google as a person,The professor is useless as a source of knowledge,The professor is extremely knowledgeable,1,1,1531
Those pancakes tasted as if they were made of drywall drenched in syrup,The pancakes are awful,The pancakes are fantastic,0,1,1532
Those pancakes tasted as if God himself cooked them on Heaven's skillet,The pancakes are awful,The pancakes are fantastic,1,1,1532
The costume fit as snugly as a condom,The costume fit very well.,The costume didn't fit well at all.,0,1,1534
The costume fit as snugly as a paper bag,The costume fit very well.,The costume didn't fit well at all.,1,1,1534
The wall was as thick as rock,The wall was thick,The wall was thin,0,1,1536
The wall was as thick as paper,The wall was thick,The wall was thin,1,1,1536
I am as busy as a teacher on report card day,I have much work,I have little work,0,1,1539
I am as busy as a sloth on vacation,I have much work,I have little work,1,1,1539
I'm as calm as a cucumber,I am relaxed,I am hyped,0,1,1540
I'm as calm as a racoon in a beehive,I am relaxed,I am hyped,1,1,1540
The woman drives as fast as a star ship,The woman drives fast,The woman drives slow,0,1,1543
The woman drives as fast as a turtle,The woman drives fast,The woman drives slow,1,1,1543
The weather feels like we are living on the sun,The weather feels extremely hot,The weather feels extremely cold,0,1,1544
The weather feels like we are living in Antarctica,The weather feels extremely hot,The weather feels extremely cold,1,1,1544
He completed the race at the speed of a rocket ship to the moon,He completed the race very quickly,He completed the race very slowly,0,1,1545
He completed the race like he was carrying a pyramid on his back,He completed the race very quickly,He completed the race very slowly,1,1,1545
You work like a turtle.,You work slow.,You work fast.,0,1,1547
You work like a hare.,You work slow.,You work fast.,1,1,1547
The lady is a peacock.,The lady is pretty.,The lady is ugly.,0,1,1548
The lady is a crow.,The lady is pretty.,The lady is ugly.,1,1,1548
The ocean was a raging bull.,The ocean was rough.,The ocean was calm.,0,1,1549
The ocean was a meek lamb.,The ocean was rough.,The ocean was calm.,1,1,1549
Mainstream music has a depth of a drinking glass,The music is shallow,The music choice is extensive,0,1,1556
Mainstream music has a depth of a library,The music is shallow,The music choice is extensive,1,1,1556
His eyes were ice,His eyes were cold,His eyes were warm and inviting,0,1,1557
His eyes were sunrays,His eyes were cold,His eyes were warm and inviting,1,1,1557
Her eyes were like a deep blue sea,Her eyes were inviting,Her eyes weren't inviting,0,1,1559
Her eyes were like a bag of coal,Her eyes were inviting,Her eyes weren't inviting,1,1,1559
The height of the tower extended to the entrance of heaven.,The tower was extremely high.,The tower was short.,0,1,1560
The height of the tower extended to the steeple top of a one story church.,The tower was extremely high.,The tower was short.,1,1,1560
They got as many people interested as in a middle-school chess tournament.,There's not many people interested in this.,There are a lot of people following this with interest.,0,1,1567
They got as many people interested as in the Super Bowl.,There's not many people interested in this.,There are a lot of people following this with interest.,1,1,1567
The room was as as cool as mount doom,The room was extremely hot,The room temperature was pleasant,0,1,1570
The room was as as cool as a spring breeze,The room was extremely hot,The room temperature was pleasant,1,1,1570
The boy has a frame that's as thin as a telephone pole,The boy's frame is wispy.,The boy isn't thin at all.,0,1,1571
The boy has a frame that's as thin as a log,The boy's frame is wispy.,The boy isn't thin at all.,1,1,1571
The artist's work is as recognizable as the McDonald's logo,The artist's work is instantly recognizable.,The artist's work isn't recognizable.,0,1,1572
The artist's work is as recognizable as a single grain of sand at the beach,The artist's work is instantly recognizable.,The artist's work isn't recognizable.,1,1,1572
The soap makes all the bubbles of a freshly opened soda,The soap makes many bubbles,The soap lacks bubbles,0,1,1580
The soap makes all the bubbles of an unboiled pot of water,The soap makes many bubbles,The soap lacks bubbles,1,1,1580
John is a mighty moose.,John is very huge.,John is very tiny.,0,1,1586
John is a an ant.,John is very huge.,John is very tiny.,1,1,1586
Joyce is a sloth.,Joyce is very idle and lazy,Joyce is very hardworking and active.,0,1,1587
Joyce is a a bee.,Joyce is very idle and lazy,Joyce is very hardworking and active.,1,1,1587
Her legs are tree trunks,Her legs are fat,Her legs are skinny,0,1,1588
Her legs are sticks,Her legs are fat,Her legs are skinny,1,1,1588
That meal was as good as taking a hot shower.,The meal is comforting.,The meal was unsatisfying.,0,1,1589
That meal was as good as sleeping without a cover.,The meal is comforting.,The meal was unsatisfying.,1,1,1589
Her hair was as curly as a poodle's,Her hair is curly,Her hair is straight,0,1,1590
Her hair was as curly as ruler,Her hair is curly,Her hair is straight,1,1,1590
That mother had the character of a honey badger,The mother is a terrible person,The mother is a kindly person,0,1,1596
That mother had the character of a Quokka,The mother is a terrible person,The mother is a kindly person,1,1,1596
The actor is a bushwacker.,The actor is sloppy.,The actor is careful.,0,1,1599
The actor is a ballerina.,The actor is sloppy.,The actor is careful.,1,1,1599
The nurse is a yeti.,The nurse is sloppy.,The nurse is careful.,0,1,1600
The nurse is a sculptor.,The nurse is sloppy.,The nurse is careful.,1,1,1600
The carpenter hit the nail with the force of A feather floating to the ground,The carpenter hit the nail softly,The carpenter hit the nail very hard,0,1,1606
The carpenter hit the nail with the force of An artillery shell hitting a brick wall,The carpenter hit the nail softly,The carpenter hit the nail very hard,1,1,1606
The detective had to instincts of A drunken moose,The detective was dull-witted,The detective was intelligent,0,1,1607
The detective had to instincts of Sherlock Holmes,The detective was dull-witted,The detective was intelligent,1,1,1607
The politician was as conniving as a House of Cards character.,"The politician was manipulative, only concerned with power, and loose with the truth.","The politician was innocent, sweet, and gentle in his disposition.",0,1,1611
The politician was as conniving as a Corgi.,"The politician was manipulative, only concerned with power, and loose with the truth.","The politician was innocent, sweet, and gentle in his disposition.",1,1,1611
The man's outfit makes him look as sharp as a university professor,The man's outfit makes him look well put-together.,The man's outfit makes him look tawdry.,0,1,1612
The man's outfit makes him look as sharp as a plumber,The man's outfit makes him look well put-together.,The man's outfit makes him look tawdry.,1,1,1612
Her attention to detail was like a first grader's,She paid no attention to detail.,She paid a lot of attention to detail.,0,1,1613
Her attention to detail was like an attorney's,She paid no attention to detail.,She paid a lot of attention to detail.,1,1,1613
The artist has the personality of a rotten birch tree.,The artist is mean.,The artist is kind.,0,1,1615
The artist has the personality of an elderly oak tree.,The artist is mean.,The artist is kind.,1,1,1615
He works like he's attached to the energy grid.,He works really hard.,He doesn't work really hard.,0,1,1617
He works like like he's run out of charge.,He works really hard.,He doesn't work really hard.,1,1,1617
He can jump like a cat smelling wet food.,He can jump really well.,He can't jump really well.,0,1,1619
He can jump like a cat with arthritis.,He can jump really well.,He can't jump really well.,1,1,1619
She has the instincts of a viscous cobra,She has aggressive instincts,She has docile instincts,0,1,1621
She has the instincts of a domesticated sheep,She has aggressive instincts,She has docile instincts,1,1,1621
The team worked with the cohesion of an automated assembly line,The team worked cohesively,The team was disorganized,0,1,1622
The team worked with the cohesion of a gaggle of wild geese,The team worked cohesively,The team was disorganized,1,1,1622
The wild love between the two was a supernova,The love was really wild,The love was not very wild,0,1,1623
The wild love between the two was a warm glass of milk,The love was really wild,The love was not very wild,1,1,1623
Their love was a psych ward,Their love was madness.,Their love was not mad.,0,1,1624
Their love was the discharge unit of a psych ward,Their love was madness.,Their love was not mad.,1,1,1624
Their love was a garden,Their love was natural and wild.,Their love was tame and man made.,0,1,1625
Their love was a city block,Their love was natural and wild.,Their love was tame and man made.,1,1,1625
The man is as anxious as a kid at the dentist's office,The man is extremely anxious.,The man is very calm.,0,1,1632
The man is as anxious as a child who's asleep,The man is extremely anxious.,The man is very calm.,1,1,1632
The girl's skin is as pale as milk,The girl's skin is super pale.,The girl's skin is tan.,0,1,1633
The girl's skin is as pale as caramel sauce,The girl's skin is super pale.,The girl's skin is tan.,1,1,1633
After finishing his invention he felt like Thomas Edison,The invention was very well done,The invention did not come out very well,0,1,1634
After finishing his invention he felt like Dumb and Dumber,The invention was very well done,The invention did not come out very well,1,1,1634
Man that boy has the brains of a dog eaten shoe,The boy is not very smart,The boy is a genius,0,1,1635
Man that boy has the brains of a grandmaster chess player,The boy is not very smart,The boy is a genius,1,1,1635
The wild has the beauty of a colorful parrot,The wild is attractive and eye catching,The wild is small and boring looking,0,1,1636
