startphrase,ending1,ending2,labels,valid
The motor ran as well as a program from 1995 on a modern PC,The motor ran well,The motor barely ran at all,1,1
The boy has the brains of a man selling dirt to a janitor,The boy is very smart,The boy packs intelligence,0,0
The boy has the brains of a dirt eating worm,The boy is very smart,The boy packs intelligence,1,0
He was as restless as a chain smoking detective in a mystery novel about to crack the case,He was very restless,He wasn't restless at all,0,1
He was as restless as a lizard lying on a rock on a warm sunmer day,He was very restless,He wasn't restless at all,1,1
The sky was full with clouds of marshmallows,"The sky was full of soft, white, comforting clouds","The sky was full of dark, ominous clouds of approaching storm",0,1
The sky was full with clouds of steel wool,"The sky was full of soft, white, comforting clouds","The sky was full of dark, ominous clouds of approaching storm",1,1
Lightning is nature's fireworks celebration,Lightning is glorious to watch with its magnificence,Lightning is scary and can destroy within an instant,0,1
Lightning is nature's execution device,Lightning is glorious to watch with its magnificence,Lightning is scary and can destroy within an instant,1,1
The front lawn was a green carpet,The front lawn was well maintained and cared for,The front lawn was abandoned and dying,0,1
The front lawn was a dirtbowl,The front lawn was well maintained and cared for,The front lawn was abandoned and dying,1,1
Our strategy is as simple as nuclear fission,Our strategy is very complicated and difficult,Our strategy is very simple,0,1
Our strategy is as simple as 1st grade math,Our strategy is very complicated and difficult,Our strategy is very simple,1,1
This car speeds like an escaped convict,This car speeds quickly,This car barely speeds at all,0,1
This car speeds like a tranquilized tiger,This car speeds quickly,This car barely speeds at all,1,1
The sun is bright as a gifted 3rd grader,The sun is very bright,The sun is not bright at all,0,1
The sun is bright as a 20-year-old high school student,The sun is very bright,The sun is not bright at all,1,1
The route is as challenging as A squid game,The route is difficult,The route is easy,0,0
The route is as challenging as Staying in a luxury hotel,The route is difficult,The route is easy,1,0
Your sharper than A playdoh knife,You are not smart,You are smart,0,1
Your sharper than A knife in the Lewinsky kitchen,You are not smart,You are smart,1,1
The painting is as colorful as A pride parade,The painting is bright,The painting is dull,0,1
The painting is as colorful as Toilet paper,The painting is bright,The painting is dull,1,1
Women are fragility.,Women are weak.,Women are strong.,0,0
Women are strength.,Women are weak.,Women are strong.,1,0
Unforgiveness is a ticking timebomb for the psyche.,Unforgiveness will eventually destroy your mental health.,Don't forgive too easily or you could be hurt again.,0,1
Unforgiveness is a protective safeguard for the psyche.,Unforgiveness will eventually destroy your mental health.,Don't forgive too easily or you could be hurt again.,1,1
Coffee is the frosting of my morning.,I love coffee and enjoy it in the morning.,"I hate coffee, but need it to wake up in the morning.",0,0
Coffee is the ugh of my morning.,I love coffee and enjoy it in the morning.,"I hate coffee, but need it to wake up in the morning.",1,0
My car motor is dusty like old cave,Car motor is very rusty,car motor is very dusty,0,0
My car motor is dusty like abandon building,Car motor is very rusty,car motor is very dusty,1,0
The sun is main for our earth like heart for body,The sun is main ingredient in solar system recipe,The sun is important in solar system.,0,0
The sun is main for our earth like water for good health,The sun is main ingredient in solar system recipe,The sun is important in solar system.,1,0
The strategy of the captain made this match easy win like a butter on bread,The strategy of the captain in match is inteligent.,The strategy of the captain in match is genius.,0,0
The strategy of the captain made this match easy win like honey on milk,The strategy of the captain in match is inteligent.,The strategy of the captain in match is genius.,1,0
The motor has the power of A baby mouse,The motor is weak and lacks power,The motor is very powerful,0,1
The motor has the power of The Grand Coulee Dam,The motor is weak and lacks power,The motor is very powerful,1,1
The sun's heat on this day is like the heat from a flashlight with weak batteries,The sun's heat is weak,The sun's heat is strong and focused,0,1
The sun's heat on this day is like A laser beam focused on our heads,The sun's heat is weak,The sun's heat is strong and focused,1,1
The strategy of the enemy's commander is like that of A drunken random decision generator,The enemy's commander has a poor strategy,The enemy's commander is a great strategist,0,1
The strategy of the enemy's commander is like that of An expert general like George Patton,The enemy's commander has a poor strategy,The enemy's commander is a great strategist,1,1
The blanket is a warm as A grandma at christmas,The blanket is warm,The blanket is not warm,0,1
The blanket is a warm as The garage floor in december,The blanket is warm,The blanket is not warm,1,1
The jacket is as cozy as Hot chocolate,The jacket is comfortable,The jacket is not comfortable,0,1
The jacket is as cozy as A cactus,The jacket is comfortable,The jacket is not comfortable,1,1
The kids bother me like Mice,The kids are annoying,The kids are no bother,0,0
The kids bother me like Money,The kids are annoying,The kids are no bother,1,0
The mustard was as sour as a rotten egg,it was gross,it was good,0,1
The mustard was as sour as a fresh grape,it was gross,it was good,1,1
The bullet was as fast as sound,it was quick,it was slow,0,1
The bullet was as fast as a dead snake,it was quick,it was slow,1,1
The car was as old as a house with no A/C,it was really old,it was built recently,0,1
The car was as old as a newborn baby,it was really old,it was built recently,1,1
The ball struck with the force of a feather pillow,The ball struck with no force,The ball struck with great force,0,1
The ball struck with the force of an asteroid,The ball struck with no force,The ball struck with great force,1,1
The dog is as loving as a box cutter,The dog is not loving,The dog is loving,0,1
The dog is as loving as a soft kiss,The dog is not loving,The dog is loving,1,1
The fighters provided all the spectacle of a knitting club,The fight was boring,The fight was exciting,0,1
The fighters provided all the spectacle of a fireworks display,The fight was boring,The fight was exciting,1,1
The ball has the firmness of A rotten cantaloupe,The ball is deflated and squishy,The ball is well-inflated and firm,0,1
The ball has the firmness of A cannon ball,The ball is deflated and squishy,The ball is well-inflated and firm,1,1
The depth of the water on the pool's deep end was like that of A shallow mud puddle,The water on the pool's deep end is shallow,The water on the pool's deep end is very deep,0,1
The depth of the water on the pool's deep end was like that of The dark depths of the Pacific Ocean,The water on the pool's deep end is shallow,The water on the pool's deep end is very deep,1,1
The first corner on the race track had the sharpness of A blunt doorknob,"The first corner is wide and sweeping (i.e., not sharp)",The first corner is very sharp,0,1
The first corner on the race track had the sharpness of A barber's razor,"The first corner is wide and sweeping (i.e., not sharp)",The first corner is very sharp,1,1
Calmness is a sheet of ice,Calmness can be broken with a change of scenario,Calmness is boundless,0,0
Calmness is a empty space,Calmness can be broken with a change of scenario,Calmness is boundless,1,0
Hatred is a sword,Hatred can be used to cut down another person,Hatred of one's insufficiency can be a motivator,0,1
Hatred is a coach,Hatred can be used to cut down another person,Hatred of one's insufficiency can be a motivator,1,1
Patience is a cloud,Patience can float easily within space,Patience that's lacking cannot support weight,0,0
Patience is a twig,Patience can float easily within space,Patience that's lacking cannot support weight,1,0
The paper was as gramattically incorrect as slang,The paper was really poorly written,The paper was really well written,0,0
The paper was as gramattically incorrect as a doctoral thesis,The paper was really poorly written,The paper was really well written,1,0
The YouTube Video was as engaging as watching paint dry,The video was really boring,The video was enthralling,0,1
The YouTube Video was as engaging as the NBA finals,The video was really boring,The video was enthralling,1,1
"The phone number was easy to remember as 1,2,3",The phone number was easy to remember,The phone number was so complex,0,1
The phone number was easy to remember as a 100 number password,The phone number was easy to remember,The phone number was so complex,1,1
The ball was about as round as the sun,the ball was perfectly round,the ball was not round,0,1
The ball was about as round as an ice cream truck,the ball was perfectly round,the ball was not round,1,1
The corner was as sharp as a thumbtack,The corner was sharp,The corner was not sharp,0,0
The corner was as sharp as a butterknife,The corner was sharp,The corner was not sharp,1,0
The sound made her eardrums feel like an earthquake,The sound was bad,The sound was good,0,0
The sound made her eardrums feel like pure bliss,The sound was bad,The sound was good,1,0
Life of full journey Life of full journey,Life of full journey,Life of full journey,0,0
Life of full journey Life of full journey,Life of full journey,Life of full journey,1,0
The motorcycle made the noise of an elephant upon seeing a mouse beneath its feet,The motorcycle made loud noises,The motorcycle made no noise,0,0
The motorcycle made the noise of a Mafioso taking a dirt nap,The motorcycle made loud noises,The motorcycle made no noise,1,0
The club had the exclusivity of a gathering of American presidents,The club was very exclusive,The club wasn't very exclusive,0,0
The club had the exclusivity of a gathering of American patriots,The club was very exclusive,The club wasn't very exclusive,1,0
The computer was as futuristic as a hoverboard in Back to the Future II,The computer was very futuristic,The computer was not futuristic,0,0
The computer was as futuristic as a hoverboard in real life,The computer was very futuristic,The computer was not futuristic,1,0
Your soccer ball is a wet noodle.,"The sport ball is deflated, so it does not bounce like normally.",You should think of your problems when your are playing soccer and put your negative energy into being a good sport and playing the game well.,0,0
Your soccer ball is your enemy.,"The sport ball is deflated, so it does not bounce like normally.",You should think of your problems when your are playing soccer and put your negative energy into being a good sport and playing the game well.,1,0
Your vagina is a cave.,The vagina is worn and loosened.,The vagina is full of life and enjoyable to be around.,0,0
Your vagina is an Italian restaurant.,The vagina is worn and loosened.,The vagina is full of life and enjoyable to be around.,1,0
Your boyfriend is a piece of shit.,The guy you are dating is a low quality person who brings you down.,The guy you are dating is so young I can't believe it's legal.,0,0
Your boyfriend is a baby.,The guy you are dating is a low quality person who brings you down.,The guy you are dating is so young I can't believe it's legal.,1,0
Our feelings is like pure metal.,Our feelings can change when we are in a hot mood like metal changes its shape when heated.,Our feeling to a loved one does not change regardless of the situation.,0,0
Our feelings is a loyal dog.,Our feelings can change when we are in a hot mood like metal changes its shape when heated.,Our feeling to a loved one does not change regardless of the situation.,1,0
Your career goal is like an eagle hunting it's prey.,Should be very focused to succeed like the eagle is when hunting its prey.,"Ships face lots of obstacles and turbulence but there are lots of routes to get to their  destination, similarly we should look for alternatives routes to achieve our career goals when faced with obstacles.",0,0
Your career goal is like a ship in the ocean.,Should be very focused to succeed like the eagle is when hunting its prey.,"Ships face lots of obstacles and turbulence but there are lots of routes to get to their  destination, similarly we should look for alternatives routes to achieve our career goals when faced with obstacles.",1,0
Our life is like revolving planets in this world.,"Revolving planets come back to it's original position where it started , so we should not forget our roots ( where we started ) when we progress in life.","Migrating birds have to adopt to the new environment forgetting the old one. Similarly, we have to change from our old ways to progress in life.",0,0
Our life is like a migrating bird.,"Revolving planets come back to it's original position where it started , so we should not forget our roots ( where we started ) when we progress in life.","Migrating birds have to adopt to the new environment forgetting the old one. Similarly, we have to change from our old ways to progress in life.",1,0
This wall is as hard as steel,This wall is hard,This wall is not hard,0,0
This wall is as hard as sand,This wall is hard,This wall is not hard,1,0
I'm as close to my goal as a hair's width,I'm close to my goal,I'm far from my goal,0,1
I'm as close to my goal as the world's length,I'm close to my goal,I'm far from my goal,1,1
You have the brilliance of Einstein,You're brilliant,You're stupid,0,1
You have the brilliance of an ameoba,You're brilliant,You're stupid,1,1
The movie is heart touch The movie is heart touch,The movie is heart touch,The movie is heart touch,0,0
The movie is heart touch The movie is heart touch,The movie is heart touch,The movie is heart touch,1,0
the metal was very good material and,the metal was,the metal was nice,0,0
the metal was very nice quality,the metal was,the metal was nice,1,0
we live in a unique world and has a marvelous,the world was good,we love the world,0,0
we live in a unique world features,the world was good,we love the world,1,0
the goal must be unique and a,i have a goal,we love a goal,0,0
the goal must be meaningful themes,i have a goal,we love a goal,1,0
This person is like metal,This person is unbending,This person has a big personality,0,0
This person is like the world,This person is unbending,This person has a big personality,1,0
The book was like metal,The book was hard to get into,The book was easy to understand,0,1
The book was like water flowing,The book was hard to get into,The book was easy to understand,1,1
The job was like metal,The job was tough,The job was easy,0,0
The job was like a pillow,The job was tough,The job was easy,1,0
The metal was as hot as a fire.,The metal was hot.,The metal was not hot.,0,0
The metal was as hot as ice cream.,The metal was hot.,The metal was not hot.,1,0
The dog is as fast as a cheetah.,The dog is fast.,The dog is slow.,0,0
The dog is as fast as a snail.,The dog is fast.,The dog is slow.,1,0
The pizza tasted as good as cardboard.,The pizza was bad.,The pizza was good.,0,1
The pizza tasted as good as being in Italy.,The pizza was bad.,The pizza was good.,1,1
The bug was as big as Michael Jackson in the 80s,it was huge,it was small,0,1
The bug was as big as a speck of dust,it was huge,it was small,1,1
The piano was as loud as a mother-in-law on Thanksgiving,it was loud,it was soft,0,1
The piano was as loud as a sleeping mosquito.,it was loud,it was soft,1,1
The spaceship was as bright as a fireworks display,it was impressive,it was dim,0,1
The spaceship was as bright as a light that blew out,it was impressive,it was dim,1,1
The metal bar Smoldering to the touch,The metal bar was very hot,The metal bar was very cool,0,0
The metal bar Glacial to the touch,The metal bar was very hot,The metal bar was very cool,1,0
The world back then looked like A lifeless swamp,The world looked lifeless,The world looked full of life,0,1
The world back then looked like An ever flourishing garden,The world looked lifeless,The world looked full of life,1,1
His memories of the facts were Crystalline as fresh water,His memories of the fact were accurate,His memories of the facts were very unclear,0,0
His memories of the facts were Foggy,His memories of the fact were accurate,His memories of the facts were very unclear,1,0
The sweater was as tight as good friends,it was very tight,it was loose,0,1
The sweater was as tight as a burst baloon,it was very tight,it was loose,1,1
The sun was as bright as an honor student,it was really light,it was dim,0,1
The sun was as bright as a drunk man at the bar,it was really light,it was dim,1,1
the block was as empty as Mr Scrooge's heart,it had no one,it had many people,0,1
the block was as empty as a family of eight's house,it had no one,it had many people,1,1
The man has the intelligence of A carrot stick,The man is dumb,The man is smart,0,1
The man has the intelligence of A state-of-the-art computer,The man is dumb,The man is smart,1,1
The book was as interesting as Watching paint dry,The book was not interesting.,The book was fascinating.,0,1
The book was as interesting as an Oscar-winning film,The book was not interesting.,The book was fascinating.,1,1
The runner was as fast as a sleeping sloth.,The runner was very slow.,The runner was super quick.,0,1
"The runner was as fast as a caffenated bunny,",The runner was very slow.,The runner was super quick.,1,1
She had all the virtue of John Wayne Gacy,She had no virtue,She had much virtue,0,1
She had all the virtue of the Pope,She had no virtue,She had much virtue,1,1
His instincts were as quick as a greyhound's,His instincts were quick,His instincts were not quick,0,1
His instincts were as quick as a sloth,His instincts were quick,His instincts were not quick,1,1
She had all the virtue of the town floozy,She had no virtue,She had lots of virtue,0,1
She had all the virtue of Mother Theresa,She had no virtue,She had lots of virtue,1,1
The dress is made of Silk,The dress is soft,The dress is rough,0,1
The dress is made of Sandpaper,The dress is soft,The dress is rough,1,1
The shoes feel like walking on Pillows,The shoes feel soft and cushy,The shoes are painful and hurt,0,1
The shoes feel like walking on Glass,The shoes feel soft and cushy,The shoes are painful and hurt,1,1
She has the voice of A song bird,She has a nice sounding voice,She has an awful sounding voice,0,1
She has the voice of A chainsaw,She has a nice sounding voice,She has an awful sounding voice,1,1
Life of full journey Life of full journey,Life of full journey,Life of full journey,0,0
Life of full journey Life of full journey,Life of full journey,Life of full journey,1,0
The woman had the virtue of a saint.,The woman was good.,The woman was evil.,0,1
The woman had the virtue of a villian.,The woman was good.,The woman was evil.,1,1
The movers were as fast as a jet plane.,The movers were fast.,The movers were slow.,0,1
The movers were as fast as a snail.,The movers were fast.,The movers were slow.,1,1
The man's instincts were as sharp as a knife.,The man had good instincts.,The man had poor instincts.,0,1
The man's instincts were as sharp as a cotton ball.,The man had good instincts.,The man had poor instincts.,1,1
She was alone like a single bill.,She was very lonely.,She wasn't lonely at all.,0,0
She was alone like a crowd.,She was very lonely.,She wasn't lonely at all.,1,0
She knew it as well as she knew the back of her hand.,She knew it well.,She didn't know it at all.,0,1
She knew it as well as she knew a stranger.,She knew it well.,She didn't know it at all.,1,1
The movie was as funny as a comedian,The movie was very funny.,The movie was not funny.,0,1
The movie was as funny as a lecture,The movie was very funny.,The movie was not funny.,1,1
The king had the virtue of A thief in the night,The king has no virtue,The king has great virtue,0,1
The king had the virtue of An honest and selfless nobleman,The king has no virtue,The king has great virtue,1,1
"Given his amount of possessions, moving to his new house was like Moving all of New York City",Moving him is a major undertaking,Moving him is a trivial matter,0,1
"Given his amount of possessions, moving to his new house was like Moving the contents of an ashtray",Moving him is a major undertaking,Moving him is a trivial matter,1,1
The private eye has the instincts of A blind and deaf housefly,The private eye has dull instincts,The private eye has sharp and multifaceted instincts,0,1
The private eye has the instincts of Sherlock Holmes on Ritalin,The private eye has dull instincts,The private eye has sharp and multifaceted instincts,1,1
The boy's legs were as sturdy as vanilla pudding,The boy's legs were very shaky.,The boy's legs were very sturdy.,0,1
The boy's legs were as sturdy as steel beams,The boy's legs were very shaky.,The boy's legs were very sturdy.,1,1
The building is as sturdy as a boulder,The building is very sturdy.,The building isn't sturdy at all.,0,0
The building is as sturdy as a twisted ankle,The building is very sturdy.,The building isn't sturdy at all.,1,0
The argument is as harmless as a pillow fight,The argument is harmless.,The argument is harmful.,0,1
The argument is as harmless as a terrorist attack,The argument is harmless.,The argument is harmful.,1,1
You're as bouncy as a A rabbit,You bounce around a lot,You don't bounce around at all.,0,1
You're as bouncy as a a dumbbell,You bounce around a lot,You don't bounce around at all.,1,1
That's about as healthy as a deep fried oreo,It's very unhealthy,It's very healthy,0,1
That's about as healthy as a bowl of fruit,It's very unhealthy,It's very healthy,1,1
His intelligence is the size of a pea,The person is very intelligent,The person isn't intelligent at all.,0,1
His intelligence is the size of a watermelon,The person is very intelligent,The person isn't intelligent at all.,1,1
manager always have a mountain,manager have a target,target is all the way for their work,0,0
manager always have a seeds,manager have a target,target is all the way for their work,1,0
all peoples celebrate went to doctor,all peoples celebrate Christmas,Christmas is a world wide celebration,0,0
all peoples celebrate went to dog house,all peoples celebrate Christmas,Christmas is a world wide celebration,1,0
every relationship need a sea,every relationship need a transparent,transparent is a main goal,0,0
every relationship need a mountain,every relationship need a transparent,transparent is a main goal,1,0
He had a target on his back the size of a flea's toe,No one was coming after him,Everyone was coming after him,0,1
He had a target on his back the size of the sun,No one was coming after him,Everyone was coming after him,1,1
Their Christmas had the vibe of a funeral,Their Christmas was somber,Their Christmas was rowdy and fun.,0,1
Their Christmas had the vibe of a frat party,Their Christmas was somber,Their Christmas was rowdy and fun.,1,1
They provided the transparency of chocolate milk,They were not clear,There were open and honest,0,1
They provided the transparency of a glass-bottom boat,They were not clear,There were open and honest,1,1
The girl had a cold heart.,The girl lacked emotion.,The girl didn't want to go through with what was planned.,0,1
The girl had cold feet.,The girl lacked emotion.,The girl didn't want to go through with what was planned.,1,1
Love is fine wine.,Love gets better with age.,Love is filled in the shape of what it is filling.,0,1
Love is fluid in a container.,Love gets better with age.,Love is filled in the shape of what it is filling.,1,1
You dont want to jump the gun.,You don't want to move too fast.,You don't want to get a lot of attention.,0,0
You dont want to jump the shark.,You don't want to move too fast.,You don't want to get a lot of attention.,1,0
Be a strong women Be a strong women,Be a strong women,Be a strong women,0,0
Be a strong women Be a strong women,Be a strong women,Be a strong women,1,0
The target was as big as Yankee Stadium,The target was big,The target was as small,0,1
The target was as big as a teacup,The target was big,The target was as small,1,1
I love Christmas as much as a funeral,I hate Christmas,I love Christmas,0,1
I love Christmas as much as a tropical cruise,I hate Christmas,I love Christmas,1,1
His testimony was as transparent as a closed door,His testimony was not transparent,His testimony was transparent,0,1
His testimony was as transparent as an open door,His testimony was not transparent,His testimony was transparent,1,1
The boy is as cunning as a teddy bear,The boy isn't cunning at all.,The boy is very cunning.,0,1
The boy is as cunning as a snake,The boy isn't cunning at all.,The boy is very cunning.,1,1
The child is as friendly as a parrot,The child is very friendly.,The child isn't friendly at all.,0,1
The child is as friendly as a turtle,The child is very friendly.,The child isn't friendly at all.,1,1
The girl is as popular as a slice of pizza,The girl is very popular.,The girl isn't popular.,0,1
The girl is as popular as a bowl of oatmeal,The girl is very popular.,The girl isn't popular.,1,1
This person has the athleticism of the next Lebron James.,This person is athletic.,This person is not athletic.,0,1
This person has the athleticism of a pot-bellied old man.,This person is athletic.,This person is not athletic.,1,1
This house has the grandeur of a camp tent.,The house is not special.,The house is very nice.,0,1
This house has the grandeur of a French chateau.,The house is not special.,The house is very nice.,1,1
The bed has the comfort of a pallet.,The bed is stiff.,The bed is soft.,0,1
The bed has the comfort of a stack of feathers.,The bed is stiff.,The bed is soft.,1,1
The target was as hard to hit as Mike Tyson in his prime,it was difficult to hit,it was easy to hit,0,1
The target was as hard to hit as a dead housefly,it was difficult to hit,it was easy to hit,1,1
The brain was as sharp as a thumb tack,it was quick witted,it was slow,0,0
The brain was as sharp as burger grease,it was quick witted,it was slow,1,0
The Christmas was as happy as a bear catching salmon,it was a jovial time,it was a sad time,0,1
The Christmas was as happy as a dog with no food,it was a jovial time,it was a sad time,1,1
The boy was as silent as a dead roach,he was quiet,he was loud,0,1
The boy was as silent as a dog that sees a mailman,he was quiet,he was loud,1,1
The mailman was as late as a bad joke,He was late,He was early,0,0
The mailman was as late as a mother to pick up her only child,He was late,He was early,1,0
The show was as loud as thunder in a storm,it was noisy,it was quiet,0,1
The show was as loud as a sleeping kid,it was noisy,it was quiet,1,1
The party was as special as a tuna fish sandwich.,The party was common.,The party was extravagant.,0,1
The party was as special as a Wagyu steak meal.,The party was common.,The party was extravagant.,1,1
He listens like a radio.,He doesn't listen.,He absorbs everything said.,0,1
He listens like a sponge.,He doesn't listen.,He absorbs everything said.,1,1
The software is a Member's Only jacket.,The software is outdated.,The software is cutting edge.,0,0
The software is pure fusion.,The software is outdated.,The software is cutting edge.,1,0
I'll be as silent as the grave,I'll be silent,I'll be loud,0,1
I'll be as silent as a Mardi Gras parade,I'll be silent,I'll be loud,1,1
You have all the authority of a president,You have lots of authority,You have no authority,0,1
You have all the authority of a pauper,You have lots of authority,You have no authority,1,1
This new phone's as small as an ant,The phone is small,The phone is big and bulky,0,1
This new phone's as small as a bowling ball,The phone is small,The phone is big and bulky,1,1
The safe was as impenetrable as a blockchain,The safe was invulnerable,The safe was vulnerable,0,1
The safe was as impenetrable as a doll house,The safe was invulnerable,The safe was vulnerable,1,1
Her contract as unyielding as an iron maiden,Her contract was inalterable,Her contract was alterable,0,1
Her contract as unyielding as an indulgent mother,Her contract was inalterable,Her contract was alterable,1,1
She picked the spring flowers like a ravenous buzzard finishing off a deer carsus,She picked the flowers carelessly,She picked the flowers conscientiously,0,1
She picked the spring flowers with the finesse of a Swiss watchmaker,She picked the flowers carelessly,She picked the flowers conscientiously,1,1
This is as stressful A baby with colic,It is difficult,It is easy,0,0
This is as stressful Kidergarden,It is difficult,It is easy,1,0
Its as hidden as A collection plate at church,It is easy to find,It is hard to find,0,1
Its as hidden as The one last matching sock in the laundry,It is easy to find,It is hard to find,1,1
It lasts as long as Graffiti,It lasts a long time,It doesnt last very long,0,1
It lasts as long as A pair of white tennis shoes,It lasts a long time,It doesnt last very long,1,1
Be a strong women Be a strong women,Be a strong women,Be a strong women,0,0
Be a strong women Be a strong women,Be a strong women,Be a strong women,1,0
She was as wise as Bozo the Clown,She was not wise,She was wise,0,0
She was as wise as King Solomon,She was not wise,She was wise,1,0
He was as small as a chihuahua,He was small,He was not small,0,1
He was as small as an elephant,He was small,He was not small,1,1
The room was as silent as a library,The room was silent,The room was not silent,0,1
The room was as silent as a DC-9,The room was silent,The room was not silent,1,1
His authority on the matter was Impenetrable as a fortress,His authority is absolute,He has no authority,0,1
His authority on the matter was As stable as tumbleweed,His authority is absolute,He has no authority,1,1
The silence in the room was more of a Indistinct howls of the air,The silence wasn't really that prevalent,The silence was absolute and calming,0,0
The silence in the room was more of a A complete state of lull,The silence wasn't really that prevalent,The silence was absolute and calming,1,0
The living room was A tuna can,The living room was cramped,The living room was very spacious,0,1
The living room was A football stadium,The living room was cramped,The living room was very spacious,1,1
The child has as much energy as a wedding reception,The child has a lot of energy.,The child has very little energy.,0,0
The child has as much energy as a wake,The child has a lot of energy.,The child has very little energy.,1,0
The woman's social calendar is as full as a pumpkin patch,The woman's social calendar is full.,The woman's social calendar is empty.,0,1
The woman's social calendar is as full as the Great Plains,The woman's social calendar is full.,The woman's social calendar is empty.,1,1
His thought process was as linear as a pencil,His thought process was very linear.,His thought process wasn't linear at all.,0,1
His thought process was as linear as a voluptuous woman,His thought process was very linear.,His thought process wasn't linear at all.,1,1
The treated waste water was like drinking toilet water,The water is not clean or safe to drink,The water is clean and safe to drink,0,1
The treated waste water was like drinking bottled water,The water is not clean or safe to drink,The water is clean and safe to drink,1,1
The patients skin was like A sheet of sandpaper,The patient's skin is rough,The patient's skin is smooth and silky,0,1
The patients skin was like A smooth patch of silk,The patient's skin is rough,The patient's skin is smooth and silky,1,1
The building's décor was like that of A building that was bombed in World War II,The building's décor is terrible,The building's décor is opulent and luxurious,0,1
The building's décor was like that of A palace fit for a king,The building's décor is terrible,The building's décor is opulent and luxurious,1,1
The building is as tall as a mountain,The building is tall,The building is short,0,1
The building is as tall as a speed bump,The building is tall,The building is short,1,1
My skin is as smooth as butter,My skin is smooth,My skin is coarse and rough,0,1
My skin is as smooth as gravel,My skin is smooth,My skin is coarse and rough,1,1
This guy's as big as a horse,This guy's big,This guy's small,0,1
This guy's as big as a horsefly,This guy's big,This guy's small,1,1
The landfill had the waste of the final season of A Game of Thrones,The lanfill was full of waste,The landfill did not have much waste in it,0,0
The landfill had the waste of a starving child eating everything on their plate,The lanfill was full of waste,The landfill did not have much waste in it,1,0
He felt as horny as a 13-year-old discovering hardcore pornography,He was feeling very horny,He wasn't horny at all,0,0
He felt as horny as a blind a eunuch,He was feeling very horny,He wasn't horny at all,1,0
The cereal was as soggy as a man who spent an hour in a hot tub,The cereal was pretty soggy,The cereal was anything but soggy,0,1
The cereal was as soggy as a girl's hair after a straightening,The cereal was pretty soggy,The cereal was anything but soggy,1,1
Life of full journey Life of full journey,Life of full journey,Life of full journey,0,0
Life of full journey Life of full journey,Life of full journey,Life of full journey,1,0
Life of full journey Life of full joLife of full journeyurney,Life of full journey,Life of full journey,0,0
That building looks as strong as a gorilla,That building looks very strong,That build looks weak and falling apart,0,1
That building looks as strong as a broken bridge,That building looks very strong,That build looks weak and falling apart,1,1
My skin feels like an alligator,My skin feels rough and not good,My skin feels great,0,1
My skin feels like a bright new shiny day,My skin feels rough and not good,My skin feels great,1,1
They waste as much food as a hungry man,They do not waste food at all,They waste lots of food,0,1
They waste as much food as a king's spoiled prince,They do not waste food at all,They waste lots of food,1,1
The girl is an Oreo,The girl is very popular.,The girl is unpopular.,0,0
The girl is an oatmeal raisin cookie,The girl is very popular.,The girl is unpopular.,1,0
The boy is a tank train,The boy is very strong.,The boy is very fragile.,0,1
The boy is a butterfly,The boy is very strong.,The boy is very fragile.,1,1
The child is a chihuahua,The child has a ton of energy.,The child is lethargic.,0,1
The child is a potato sack,The child has a ton of energy.,The child is lethargic.,1,1
He was flexible like a pipe cleaner.,He was very flexible.,He wasn't flexible at all.,0,1
He was flexible like a steel rod.,He was very flexible.,He wasn't flexible at all.,1,1
It was sour like a pickle.,It was very sour.,It wasn't sour.,0,1
It was sour like a sugar cube.,It was very sour.,It wasn't sour.,1,1
It flowed like water.,It flowed fast.,It flowed slow.,0,1
It flowed like honey.,It flowed fast.,It flowed slow.,1,1
The air in the building was as cold as 6 a.m in Minnesota in January,The air was unbearably cold.,The air was just cool.,0,0
The air in the building was as cold as 6 a.m.in Arizona in January,The air was unbearably cold.,The air was just cool.,1,0
Seeing the remains of the meal made the woman feel Like she was Julia Child's,The majority of the food was finished,It was far too much food that went to waste,0,0
Seeing the remains of the meal made the woman feel Bad for people in need of a meal,The majority of the food was finished,It was far too much food that went to waste,1,0
The makeup matched the woman's skin tone like Ice cream on pie,The makeup was a good match,Makeup matched horribly,0,1
The makeup matched the woman's skin tone like Ice cream on pizza,The makeup was a good match,Makeup matched horribly,1,1
His love to be in contact with other people was like that of A miserly recluse,He does not like to be around other people,He loves to socialize and be with other people,0,1
His love to be in contact with other people was like that of A New York socialite on steroids,He does not like to be around other people,He loves to socialize and be with other people,1,1
The recovery of the forest after the fire was like that of A slow-growing Japanese Maple,The forest is recovering very slowly,The forest is recovering rapidly,0,1
The recovery of the forest after the fire was like that of A mushroom popping up in the night,The forest is recovering very slowly,The forest is recovering rapidly,1,1
The rock band had the loyalty to their fans like that of A traitorous double agent,The band is disloyal to their fans,The band is very loyal to their fans,0,1
The rock band had the loyalty to their fans like that of A dog to its master,The band is disloyal to their fans,The band is very loyal to their fans,1,1
Love is not smaller Love is not smaller,Love is not smaller,Love is not smaller,0,0
Love is not smaller Love is not smaller,Love is not smaller,Love is not smaller,1,0
It was guarded like a safe.,It was very guarded.,It wasn't guarded at all.,0,0
It was guarded like a mall.,It was very guarded.,It wasn't guarded at all.,1,0
It was curly like a pig's tail.,It was very curly.,It wasn't curly at all.,0,1
It was curly like a piece of straw.,It was very curly.,It wasn't curly at all.,1,1
She was fierce like a tiger.,She was very fierce.,She wasn't fierce at all.,0,1
