HITId,AssignmentId,startphrase,ending1,ending2,labels,valid,qid
3X4Q1O9UBHWW2DWH2ZAKB2MELS4O76,3QAVNHZ3ENE92EPCMCBEHWGYPNHALG,He's knows as much about science as a monkey.,He knows a lot about science.,He doesn't know much about science at all.,1,1,1374
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,36U2A8VAG29ZEQ5XHIDT5ILQ34MKYK,The dog is a wooly mammoth.,The dog is hairy.,The dog is bald.,0,1,1378
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,36U2A8VAG29ZEQ5XHIDT5ILQ34MKYK,The dog is a naked mole rat.,The dog is hairy.,The dog is bald.,1,1,1378
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3PH3VY7DJM7QEG9J2IYF70ONW75ZWW,The tree was a gnarled old man.,The tree was old.,The tree was young.,0,1,1381
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3PH3VY7DJM7QEG9J2IYF70ONW75ZWW,The tree was a spry young lad.,The tree was old.,The tree was young.,1,1,1381
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,36WLNQG780K0FIKCB4O6ZCAKY1ZEBC,This argument is like a fly spiralling towards a light,the argument is pointless,the argument is meaningful,0,1,1382
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,36WLNQG780K0FIKCB4O6ZCAKY1ZEBC,This argument is like looking into a crystal ball,the argument is pointless,the argument is meaningful,1,1,1382
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3MYYFCXHJ4HEEXVU2K47R1PQ1UU4GK,His torso has the appearance of a stalk of celery.,This torso is skinny.,His torso is obese.,0,1,1386
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3MYYFCXHJ4HEEXVU2K47R1PQ1UU4GK,His torso has the appearance of great mounds of dough.,This torso is skinny.,His torso is obese.,1,1,1386
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3MYYFCXHJ4HEEXVU2K47R1PQ1UU4GK,The song is reminiscent of a soft evening breeze.,The song is soothing.,The song is loud and irritating.,0,1,1387
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3MYYFCXHJ4HEEXVU2K47R1PQ1UU4GK,The song is reminiscent of the blaring of sirens.,The song is soothing.,The song is loud and irritating.,1,1,1387
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3AWETUDC9328DLPED1U069FFH44IZL,"Accepting candy from strangers is as safe as trusting a one-night stand who proclaims they ""tested clean.""",Accepting candy from strangers is dangerous,Accepting candy from strangers is perfectly safe,0,1,1388
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3AWETUDC9328DLPED1U069FFH44IZL,Accepting candy from strangers is as safe as enjoying your mom's freshly-baked cookies.,Accepting candy from strangers is dangerous,Accepting candy from strangers is perfectly safe,1,1,1388
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3K2755HG5TDL0TISKBZICKJKDUSDFG,He's got the muscles of a gorilla.,He's very muscular.,He's not very muscular.,0,1,1389
3W0XM68YZP5Z10W0FR1I3BESY1TK1K,3K2755HG5TDL0TISKBZICKJKDUSDFG,He's got the muscles of a skeleton.,He's very muscular.,He's not very muscular.,1,1,1389
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3X73LLYYQ2OE010B4V1LBA7R6TLNHF,The falling comet was like a firework,The falling comet was over quickly,The falling comet lasted forever,0,1,1395
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3X73LLYYQ2OE010B4V1LBA7R6TLNHF,The falling comet was like a streetlight,The falling comet was over quickly,The falling comet lasted forever,1,1,1395
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3B4YI393VA606N6WNLU6EIOZ23ASSH,My backyard is like a vast forest,My backyard is overgrown and unkempt.,My backyard is small and confining.,0,1,1396
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3B4YI393VA606N6WNLU6EIOZ23ASSH,My backyard is like a cubicle.,My backyard is overgrown and unkempt.,My backyard is small and confining.,1,1,1396
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3QL2OFSM97SNJTPVI3NK0JABT1JNC9,Watching kids is as fun as setting yourself on fire,Watching kids is miserable,watching kids is really fun,0,1,1397
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3QL2OFSM97SNJTPVI3NK0JABT1JNC9,Watching kids is as fun as going through a chocolate factory,Watching kids is miserable,watching kids is really fun,1,1,1397
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3QL2OFSM97SNJTPVI3NK0JABT1JNC9,Studying math is akin to gouging your eyes out,Studying math can be a really hard subject to grasp and drains your mental energy,Studying math can be a really easy subject to understand,0,1,1398
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3QL2OFSM97SNJTPVI3NK0JABT1JNC9,Studying math is akin to a walk in the park,Studying math can be a really hard subject to grasp and drains your mental energy,Studying math can be a really easy subject to understand,1,1,1398
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,38F5OAUN5OMPXG8OOOKWFDL17MHH7G,The plot was as intricate as a Set of kid's blocks,The plot was simple,The plot was complicated,0,1,1402
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,38F5OAUN5OMPXG8OOOKWFDL17MHH7G,The plot was as intricate as a The parts of a precision timepiece,The plot was simple,The plot was complicated,1,1,1402
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3R8YZBNQ9IS2A97R7E7QORD2YA07QR,Her teeth are as shiny as tinsel,Her teeth are sparkling.,Her teeth aren't shiny at all.,0,1,1406
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3R8YZBNQ9IS2A97R7E7QORD2YA07QR,Her teeth are as shiny as concrete,Her teeth are sparkling.,Her teeth aren't shiny at all.,1,1,1406
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3BGYGHDBBYUEWP80ZR0UWIYR7UW220,That man has the honesty of a saint.,The man is very honest.,The man is not honest at all.,0,1,1409
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,3BGYGHDBBYUEWP80ZR0UWIYR7UW220,That man has the honesty of a crook.,The man is very honest.,The man is not honest at all.,1,1,1409
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,35GCEFQ6I6YTNI7VSYND23DQYLNZ3G,He fought as hard as an attack dog,He fought hard,He didn't put up a fight at all,0,1,1410
3FBEFUUYRKFOW9OB960A4T2D1WQ6AS,35GCEFQ6I6YTNI7VSYND23DQYLNZ3G,He fought as hard as an opossum,He fought hard,He didn't put up a fight at all,1,1,1410
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3E13VNJ1NO5BIP465QL8EFV33601IL,this cake tastes like dirt,this cake is very bad,this cake is very good,0,1,1417
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3E13VNJ1NO5BIP465QL8EFV33601IL,this cake tastes like heaven,this cake is very bad,this cake is very good,1,1,1417
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3E4GGUZ1T919D5CQOX6YWEKLON52KV,The chair was as comfortable as A bed of nails,The chair is uncomfortable,The chair is very comfortable,0,1,1418
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3E4GGUZ1T919D5CQOX6YWEKLON52KV,The chair was as comfortable as A cloud from heaven,The chair is uncomfortable,The chair is very comfortable,1,1,1418
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3E4GGUZ1T919D5CQOX6YWEKLON52KV,The movie's script had the depth of A Sesame Street episode,The script is shallow and simple,The script is deep and mysterious,0,1,1420
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3E4GGUZ1T919D5CQOX6YWEKLON52KV,The movie's script had the depth of Sir Arthur Conan Doyle's best novel,The script is shallow and simple,The script is deep and mysterious,1,1,1420
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3AWETUDC9328DLPED1U069FFHTRZI3,Studying for a spelling test is a piece of cake,Studying for a spelling test is easy,Studying for a spelling test is hard,0,1,1424
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3AWETUDC9328DLPED1U069FFHTRZI3,Studying for a spelling test is akin to fighting a zombie apocalypse with no weapons,Studying for a spelling test is easy,Studying for a spelling test is hard,1,1,1424
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3RRCEFRB7NMINGNJMYCTQQYTLIS4BV,The woman had as much romanticism as an icicle,The woman wasn't romantic at all.,The woman was highly romantic.,0,1,1425
3T5ZXGO9DEYI7ZF307U7RRADAI7ZQH,3RRCEFRB7NMINGNJMYCTQQYTLIS4BV,The woman had as much romanticism as Cupid,The woman wasn't romantic at all.,The woman was highly romantic.,1,1,1425
3W0KKJIARRJHC0GLECAXIL10C38K85,392CY0QWG21SAO1PS84ACD26FP74IW,His imagination is as small as a peanut,He is uncreative,He has a vivid imagination,0,1,1429
3W0KKJIARRJHC0GLECAXIL10C38K85,392CY0QWG21SAO1PS84ACD26FP74IW,His imagination is as broad as the sky,He is uncreative,He has a vivid imagination,1,1,1429
3W0KKJIARRJHC0GLECAXIL10C38K85,3VZLGYJEYMK53GE9CNU19J2U4YPZXG,The crowd was as alert as a gazelle on the Serengeti.,The crowd was on edge,The crowd was bored.,0,1,1431
3W0KKJIARRJHC0GLECAXIL10C38K85,3VZLGYJEYMK53GE9CNU19J2U4YPZXG,The crowd was as alert as a grandpa in a rocker.,The crowd was on edge,The crowd was bored.,1,1,1431
3W0KKJIARRJHC0GLECAXIL10C38K85,3VZLGYJEYMK53GE9CNU19J2U4YPZXG,The girl had the laughter of a teakettle's whistle.,The laughter is loud and annoying.,The laughter is haunting.,0,1,1432
3W0KKJIARRJHC0GLECAXIL10C38K85,3VZLGYJEYMK53GE9CNU19J2U4YPZXG,The girl had the laughter of a loon's warble,The laughter is loud and annoying.,The laughter is haunting.,1,1,1432
3W0KKJIARRJHC0GLECAXIL10C38K85,3OF2M9AATHYZJGF2D4FCJPUS9XXKZG,Security is tight as a straight jacket,Security is tight.,Security is loose.,0,1,1434
3W0KKJIARRJHC0GLECAXIL10C38K85,3OF2M9AATHYZJGF2D4FCJPUS9XXKZG,Security is tight as a loose fitting sweater.,Security is tight.,Security is loose.,1,1,1434
3W0KKJIARRJHC0GLECAXIL10C38K85,3MRNMEIQW6G70LSO6M2G7XO4AG0DLN,The house had the appeal of seductive gentleman.,The house was inviting and beautiful to behold.,The house was disinviting and not particularly alluring.,0,1,1436
3W0KKJIARRJHC0GLECAXIL10C38K85,3MRNMEIQW6G70LSO6M2G7XO4AG0DLN,The house had the appeal of a haunted house.,The house was inviting and beautiful to behold.,The house was disinviting and not particularly alluring.,1,1,1436
3W0KKJIARRJHC0GLECAXIL10C38K85,3MRNMEIQW6G70LSO6M2G7XO4AG0DLN,My mood was like a whirlpool.,My mood was chaotic and turbulent; it was all over the place.,My mood was steady and calm.,0,1,1438
3W0KKJIARRJHC0GLECAXIL10C38K85,3MRNMEIQW6G70LSO6M2G7XO4AG0DLN,My mood was like a peaceful mountain river.,My mood was chaotic and turbulent; it was all over the place.,My mood was steady and calm.,1,1,1438
3W0KKJIARRJHC0GLECAXIL10C38K85,35USIKEBNSQY3CGU8CAHEJI1YOON6G,The cake slice was as soft as a wooden block,The cake slice was very tough.,The cake slice was soft and light.,0,1,1441
3W0KKJIARRJHC0GLECAXIL10C38K85,35USIKEBNSQY3CGU8CAHEJI1YOON6G,The cake slice was as soft as a sponge,The cake slice was very tough.,The cake slice was soft and light.,1,1,1441
3W0KKJIARRJHC0GLECAXIL10C38K85,35USIKEBNSQY3CGU8CAHEJI1YOON6G,The acne on the girl's face was as noticeable as Paris on a map of France,The acne on the girl's face was very prominent.,The acne on the girl's face was hidden.,0,1,1442
3W0KKJIARRJHC0GLECAXIL10C38K85,35USIKEBNSQY3CGU8CAHEJI1YOON6G,The acne on the girl's face was as noticeable as an atom in the universe.,The acne on the girl's face was very prominent.,The acne on the girl's face was hidden.,1,1,1442
3W0KKJIARRJHC0GLECAXIL10C38K85,35USIKEBNSQY3CGU8CAHEJI1YOON6G,The girl was as knowledgeable about other people's business as a Washington Post reporter,The girl knew everyone's business.,The girl never knew anyone's business.,0,1,1443
3W0KKJIARRJHC0GLECAXIL10C38K85,35USIKEBNSQY3CGU8CAHEJI1YOON6G,The girl was as knowledgeable about other people's business as a shut-in,The girl knew everyone's business.,The girl never knew anyone's business.,1,1,1443
38F60IALAGRYXU15DHBAQXIECIMT0W,3KKG4CDWKJ8ZZN8MOEYXZK33WZI49B,This house has the spaciousness of Asia,This house is huge,This house is very small,0,1,1450
38F60IALAGRYXU15DHBAQXIECIMT0W,3KKG4CDWKJ8ZZN8MOEYXZK33WZI49B,This house has the spaciousness of a jail cell,This house is huge,This house is very small,1,1,1450
38F60IALAGRYXU15DHBAQXIECIMT0W,3KKG4CDWKJ8ZZN8MOEYXZK33WZI49B,My girlfriend has the smell of roses,My girlfriend smells nice,My girlfriend smells bad,0,1,1452
38F60IALAGRYXU15DHBAQXIECIMT0W,3KKG4CDWKJ8ZZN8MOEYXZK33WZI49B,My girlfriend has the smell of a garbage can,My girlfriend smells nice,My girlfriend smells bad,1,1,1452
38F60IALAGRYXU15DHBAQXIECIMT0W,3FIUS151DWCUQDOEXL680QMTRRRGGR,The girl's hair was as bright as a diamond,The girl's hair was shiny.,The girl's hair was dull.,0,1,1454
38F60IALAGRYXU15DHBAQXIECIMT0W,3FIUS151DWCUQDOEXL680QMTRRRGGR,The girl's hair was as bright as an overripe banana peel,The girl's hair was shiny.,The girl's hair was dull.,1,1,1454
38F60IALAGRYXU15DHBAQXIECIMT0W,3FIUS151DWCUQDOEXL680QMTRRRGGR,The girl ate as much as an Eagles quarterback,The girl ate everything.,The girl ate nothing.,0,1,1455
38F60IALAGRYXU15DHBAQXIECIMT0W,3FIUS151DWCUQDOEXL680QMTRRRGGR,The girl ate as much as a baby robin,The girl ate everything.,The girl ate nothing.,1,1,1455
38F60IALAGRYXU15DHBAQXIECIMT0W,3KJYX6QCMALNZC4AUMQXX4HJ61BJV8,Last night was as dark as a black body,last night was pitch black,last night was bright,0,1,1456
38F60IALAGRYXU15DHBAQXIECIMT0W,3KJYX6QCMALNZC4AUMQXX4HJ61BJV8,Last night was as dark as a midnight sun,last night was pitch black,last night was bright,1,1,1456
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,30OG32W0SVL2GR99EUTFQ7AEEEBNEJ,The clacks of my keyboard are as loud as a shotgun in an empty room,The keyboard was extremely loud.,The keyboard was almost completely silent.,0,1,1460
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,30OG32W0SVL2GR99EUTFQ7AEEEBNEJ,The clacks of my keyboard are as loud as a crawling caterpillar,The keyboard was extremely loud.,The keyboard was almost completely silent.,1,1,1460
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,30OG32W0SVL2GR99EUTFQ7AEEEBNEJ,That website is as useful as a landmine in a kitchen,The website was not useful and not practical.,The website was very useful.,0,1,1461
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,30OG32W0SVL2GR99EUTFQ7AEEEBNEJ,That website is as useful as a million dollars,The website was not useful and not practical.,The website was very useful.,1,1,1461
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3ZPBJO59KQB5EP9YF1NIF5VXSQDHDN,The movie has the depth of caked makeup,The movie is shallow and boring.,The movie is deep and powerful.,0,1,1462
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3ZPBJO59KQB5EP9YF1NIF5VXSQDHDN,The movie has the depth of a volcano,The movie is shallow and boring.,The movie is deep and powerful.,1,1,1462
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3ZPBJO59KQB5EP9YF1NIF5VXSQDHDN,The President has the mind of a drooling baby.,The President is a moron.,The President is a genius.,0,1,1464
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3ZPBJO59KQB5EP9YF1NIF5VXSQDHDN,The President has the mind of Albert Einstein.,The President is a moron.,The President is a genius.,1,1,1464
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3A4TN5196LSV9X3KF5S7VZDF8YQHCT,The employee is as hard-working as a slug,The employee is lazy.,The employee is hard-working.,0,1,1467
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3A4TN5196LSV9X3KF5S7VZDF8YQHCT,The employee is as hard-working as a spider,The employee is lazy.,The employee is hard-working.,1,1,1467
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3A4TN5196LSV9X3KF5S7VZDF8YQHCT,The soldier is a smart as a goldfish.,The soldier is stupid.,The soldier is very smart.,0,1,1468
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3A4TN5196LSV9X3KF5S7VZDF8YQHCT,The soldier is a smart as a dolphin.,The soldier is stupid.,The soldier is very smart.,1,1,1468
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3F0BG9B9MQXBJBYDYOOK1DG4XJE7YR,The grading policy is as flexible as silly putty,The grading policy is very lenient.,The grading policy is very strict.,0,1,1471
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,3F0BG9B9MQXBJBYDYOOK1DG4XJE7YR,The grading policy is as flexible as a metal pole,The grading policy is very lenient.,The grading policy is very strict.,1,1,1471
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,30IQTZXKALG81V8J8TH93KZ8NPK0X0,The third-word country's military was that of A group of boy scouts,The third-word country's military was very amature,The third-word country's military was very professional,0,1,1475
35ZRNT9RUI8E1UVU0N7UYLAYGMPO30,30IQTZXKALG81V8J8TH93KZ8NPK0X0,The third-word country's military was that of A top-notch band of commandos,The third-word country's military was very amature,The third-word country's military was very professional,1,1,1475
3ZQA3IO31B1IRRHFDJTBASV1I2BO18,3WI0P0II622I3JN1B6ZCT9X3GBCDR6,The lamp lit the room up like an explosion,The lamp gave off a lot of light,The lamp did not give off much light,0,1,1482
3ZQA3IO31B1IRRHFDJTBASV1I2BO18,3WI0P0II622I3JN1B6ZCT9X3GBCDR6,The lamp lit the room up like a poor candle,The lamp gave off a lot of light,The lamp did not give off much light,1,1,1482
3ZQA3IO31B1IRRHFDJTBASV1I2BO18,3WI0P0II622I3JN1B6ZCT9X3GBCDR6,The boy's wit is as sharp as a razor,The boy has much wit,The boy has not much wit,0,1,1483
3ZQA3IO31B1IRRHFDJTBASV1I2BO18,3WI0P0II622I3JN1B6ZCT9X3GBCDR6,The boy's wit is as sharp as a dull knife,The boy has much wit,The boy has not much wit,1,1,1483
3QTFNPMJC6SX422BKF2QNXF857JNZH,3NPFYT4IZDE5CZJ4MV6COCMOT7HXG9,Reading the book is a fun little jog,"The book is a quick, entertaining read",The book is very dense and hard to get through,0,1,1487
3QTFNPMJC6SX422BKF2QNXF857JNZH,3NPFYT4IZDE5CZJ4MV6COCMOT7HXG9,Reading the book is marching through mud,"The book is a quick, entertaining read",The book is very dense and hard to get through,1,1,1487
3QTFNPMJC6SX422BKF2QNXF857JNZH,3ZAZR5XV02SH0I3ELRYEV6HK3FYCZM,This game's rules are a calculus textbook,The game's rules are complicated,The game's rules are simple,0,1,1491
3QTFNPMJC6SX422BKF2QNXF857JNZH,3ZAZR5XV02SH0I3ELRYEV6HK3FYCZM,This game's rules are a child's picture book,The game's rules are complicated,The game's rules are simple,1,1,1491
3QTFNPMJC6SX422BKF2QNXF857JNZH,3ZAZR5XV02SH0I3ELRYEV6HK3FYCZM,My head is a drum solo,My head is pounding,My head feels cool and pleasant,0,1,1492
3QTFNPMJC6SX422BKF2QNXF857JNZH,3ZAZR5XV02SH0I3ELRYEV6HK3FYCZM,My head is an autumn breeze,My head is pounding,My head feels cool and pleasant,1,1,1492
3QTFNPMJC6SX422BKF2QNXF857JNZH,3TE3O85731IV09PLEHFVXQ6ZJMB2RE,The food tasted like a childhood memory.,The food tastes good and is comforting.,The food is disgusting and unpleasant.,0,1,1494
3QTFNPMJC6SX422BKF2QNXF857JNZH,3TE3O85731IV09PLEHFVXQ6ZJMB2RE,The food tasted like the underside of a toilet.,The food tastes good and is comforting.,The food is disgusting and unpleasant.,1,1,1494
3QTFNPMJC6SX422BKF2QNXF857JNZH,3ZGVPD4G6URYMZ5P7DT4KGHOSLDTZ6,The land is a rock garden.,The land is bumpy.,The land is smooth.,0,1,1497
3QTFNPMJC6SX422BKF2QNXF857JNZH,3ZGVPD4G6URYMZ5P7DT4KGHOSLDTZ6,The land is an ice rink.,The land is bumpy.,The land is smooth.,1,1,1497
3QTFNPMJC6SX422BKF2QNXF857JNZH,3ZGVPD4G6URYMZ5P7DT4KGHOSLDTZ6,The runner is a sloth.,The runner is slow.,The runner is fast.,0,1,1498
3QTFNPMJC6SX422BKF2QNXF857JNZH,3ZGVPD4G6URYMZ5P7DT4KGHOSLDTZ6,The runner is a cheetah.,The runner is slow.,The runner is fast.,1,1,1498
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,30IQTZXKALG81V8J8TH93KZ8MQU0XB,The president spoke with the authority of a lion,The president shows strength in the boldness of his speech.,"The president speaks from a place of weakness, showing no authority.",0,1,1500
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,30IQTZXKALG81V8J8TH93KZ8MQU0XB,The president spoke with the authority of peasant.,The president shows strength in the boldness of his speech.,"The president speaks from a place of weakness, showing no authority.",1,1,1500
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,3DHE4R9OCXL4BJG7Y6LJYMSSGYMG2N,He is as sharp as a razor,He is very smart,He lacks intelligence,0,1,1502
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,3DHE4R9OCXL4BJG7Y6LJYMSSGYMG2N,He is as sharp as a bowling ball,He is very smart,He lacks intelligence,1,1,1502
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,3DHE4R9OCXL4BJG7Y6LJYMSSGYMG2N,Time was moving like a cheetah,Time was moving very quickly.,Time was barely moving.,0,1,1503
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,3DHE4R9OCXL4BJG7Y6LJYMSSGYMG2N,Time was moving like a snail,Time was moving very quickly.,Time was barely moving.,1,1,1503
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,31UV0MXWNRMA675P6DNKH58KGPLI57,The movie has the pacing of a slug,The movie is slow.,The movie is well-paced.,0,1,1508
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,31UV0MXWNRMA675P6DNKH58KGPLI57,The movie has the pacing of a Tour de France champion.,The movie is slow.,The movie is well-paced.,1,1,1508
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,37UQDCYH6Y5UFH38TD10UECAF3HV7D,The girl's dreams were as aspirational as a stargazer,The girl had lofty dreams.,The girl had absolutely no dreams.,0,1,1513
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,37UQDCYH6Y5UFH38TD10UECAF3HV7D,The girl's dreams were as aspirational as mud,The girl had lofty dreams.,The girl had absolutely no dreams.,1,1,1513
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,3C8HJ7UOP84U94F5YGSSY2MWYMHZMT,Your solution is a knife in a wound,Their solution makes things worse.,Their solution really helps.,0,1,1518
3B9J25CZ25NHCMJ60XZ4BTOTJO5SCZ,3C8HJ7UOP84U94F5YGSSY2MWYMHZMT,Your solution is a a stitch in a wound.,Their solution makes things worse.,Their solution really helps.,1,1,1518
34KYK9TV2RIY2HR0MX3909IB135SBS,3FTF2T8WLSSB8PR6YK4GUCMUGSG9W1,The house has the strength of popsicle sticks,The house is weak.,The house is strong.,0,1,1521
34KYK9TV2RIY2HR0MX3909IB135SBS,3FTF2T8WLSSB8PR6YK4GUCMUGSG9W1,The house has the strength of steel,The house is weak.,The house is strong.,1,1,1521
34KYK9TV2RIY2HR0MX3909IB135SBS,3FTF2T8WLSSB8PR6YK4GUCMUGSG9W1,The wall is as thick as bricks,You can hear nothing through the wall.,You can hear everything through the wall.,0,1,1522
34KYK9TV2RIY2HR0MX3909IB135SBS,3FTF2T8WLSSB8PR6YK4GUCMUGSG9W1,The wall is as thick as paper,You can hear nothing through the wall.,You can hear everything through the wall.,1,1,1522
34KYK9TV2RIY2HR0MX3909IB135SBS,3FTF2T8WLSSB8PR6YK4GUCMUGSG9W1,He is as smart as my doctor,He is incredibly smart.,He is not smart at all.,0,1,1523
34KYK9TV2RIY2HR0MX3909IB135SBS,3FTF2T8WLSSB8PR6YK4GUCMUGSG9W1,He is as smart as a door handle,He is incredibly smart.,He is not smart at all.,1,1,1523
34KYK9TV2RIY2HR0MX3909IB135SBS,3S4AW7T80CSU0P9VDB1N4TUYWU74LI,"Compared to their competitors' tech, this prototype looks like it has been made by a dinosaur",The prototype is fundamentally simple and thus too basic.,The prototype is incredibly advanced compared to other similar products on the market.,0,1,1526
34KYK9TV2RIY2HR0MX3909IB135SBS,3S4AW7T80CSU0P9VDB1N4TUYWU74LI,"Compared to their competitors' tech, this prototype looks like it has come from 4021",The prototype is fundamentally simple and thus too basic.,The prototype is incredibly advanced compared to other similar products on the market.,1,1,1526
34KYK9TV2RIY2HR0MX3909IB135SBS,3VNL7UK1XGTSHIEP61ZXHO16G4YFTV,This man had a temper of The Incredible Hulk,The man is easily and profoundly angered,The man is rarely angered and usually calm,0,1,1530
34KYK9TV2RIY2HR0MX3909IB135SBS,3VNL7UK1XGTSHIEP61ZXHO16G4YFTV,This man had a temper of The Care Bears,The man is easily and profoundly angered,The man is rarely angered and usually calm,1,1,1530
34KYK9TV2RIY2HR0MX3909IB135SBS,3VNL7UK1XGTSHIEP61ZXHO16G4YFTV,That professor was about as helpful as a Spanish to English book when you only know Russian,The professor is useless as a source of knowledge,The professor is extremely knowledgeable,0,1,1531
34KYK9TV2RIY2HR0MX3909IB135SBS,3VNL7UK1XGTSHIEP61ZXHO16G4YFTV,That professor was about as helpful as Google as a person,The professor is useless as a source of knowledge,The professor is extremely knowledgeable,1,1,1531
34KYK9TV2RIY2HR0MX3909IB135SBS,3VNL7UK1XGTSHIEP61ZXHO16G4YFTV,Those pancakes tasted as if they were made of drywall drenched in syrup,The pancakes are awful,The pancakes are fantastic,0,1,1532
34KYK9TV2RIY2HR0MX3909IB135SBS,3VNL7UK1XGTSHIEP61ZXHO16G4YFTV,Those pancakes tasted as if God himself cooked them on Heaven's skillet,The pancakes are awful,The pancakes are fantastic,1,1,1532
34KYK9TV2RIY2HR0MX3909IB135SBS,3II4UPYCOKHIRI81YRACOJNYKLYQDY,The costume fit as snugly as a condom,The costume fit very well.,The costume didn't fit well at all.,0,1,1534
34KYK9TV2RIY2HR0MX3909IB135SBS,3II4UPYCOKHIRI81YRACOJNYKLYQDY,The costume fit as snugly as a paper bag,The costume fit very well.,The costume didn't fit well at all.,1,1,1534
34KYK9TV2RIY2HR0MX3909IB135SBS,3JMSRU9HQJ4FOWIIGLF60O4R1ZYVEU,The wall was as thick as rock,The wall was thick,The wall was thin,0,1,1536
34KYK9TV2RIY2HR0MX3909IB135SBS,3JMSRU9HQJ4FOWIIGLF60O4R1ZYVEU,The wall was as thick as paper,The wall was thick,The wall was thin,1,1,1536
34KYK9TV2RIY2HR0MX3909IB135SBS,3SITXWYCNWJ9LIBT69EYN1VRED0BXK,I am as busy as a teacher on report card day,I have much work,I have little work,0,1,1539
34KYK9TV2RIY2HR0MX3909IB135SBS,3SITXWYCNWJ9LIBT69EYN1VRED0BXK,I am as busy as a sloth on vacation,I have much work,I have little work,1,1,1539
34KYK9TV2RIY2HR0MX3909IB135SBS,3SITXWYCNWJ9LIBT69EYN1VRED0BXK,I'm as calm as a cucumber,I am relaxed,I am hyped,0,1,1540
34KYK9TV2RIY2HR0MX3909IB135SBS,3SITXWYCNWJ9LIBT69EYN1VRED0BXK,I'm as calm as a racoon in a beehive,I am relaxed,I am hyped,1,1,1540
